"Tuner Power (mW)","Norm. SNSPD Counts (dB)"
23.1621712563125,-37.92294069926235
23.170186721210932,-37.12314602899238
23.178176864166662,-36.481862209611734
23.185453539596363,-35.684476412733574
23.193550075755216,-34.93981994891414
23.200977011203122,-34.56685991627681
23.20875274276563,-33.50541142147735
23.216836757953125,-33.17437100515416
23.22473101344792,-32.76596172795148
23.228275961744796,-32.69560837789845
23.232510780820313,-32.25885508921694
23.239982014895833,-31.769664244239898
23.247773039934895,-31.155823522477615
23.25547547239063,-30.715804137933716
23.263180120382817,-30.453280119270453
23.271215000658856,-30.133292586134854
23.27879181730208,-29.729922489437545
23.27879181730208,-29.729922489437545
23.286542375924483,-29.25910747467428
23.286542375924483,-29.25910747467428
23.294263370838543,-29.12497446390425
23.294263370838543,-29.12497446390425
23.302350446273433,-28.642181698519778
23.302350446273433,-28.642181698519778
23.310365087617193,-28.283070306594258
23.310365087617193,-28.283070306594258
23.31813112842708,-28.10487929511918
23.31813112842708,-28.10487929511918
23.32548207655729,-27.72316947529184
23.32548207655729,-27.72316947529184
23.406681161822913,-25.408674264992047
23.406681161822913,-25.408674264992047
23.585081903156247,-21.296220903668704
23.944362162960935,-16.56085096724663
24.306805588546883,-13.47771258308617
24.671266184960935,-11.215346604446285
25.038047724885416,-9.436236741669484
